GPL_ID	PROBE_ID	GENE_SYMBOL	GENE_ID	ORGANISM
Agi_UNC_244	A_24_P298011	GTPBP2	54676	HOMO_SAPIENS
Agi_UNC_244	A_32_P160895	FTMT	94033	HOMO_SAPIENS
Agi_UNC_244	A_23_P329063	KIAA1143	57456	HOMO_SAPIENS
Agi_UNC_244	A_23_P13870	SYT10	341359	HOMO_SAPIENS
Agi_UNC_244	A_24_P711056			HOMO_SAPIENS
Agi_UNC_244	A_32_P70981			HOMO_SAPIENS
Agi_UNC_244	A_23_P118432			HOMO_SAPIENS
Agi_UNC_244	A_23_P334274			HOMO_SAPIENS
Agi_UNC_244	A_23_P8138	ZNF76	7629	HOMO_SAPIENS
Agi_UNC_244	A_24_P184728	PAPLN	89932	HOMO_SAPIENS
Agi_UNC_244	A_23_P162669	CPM	1368	HOMO_SAPIENS
Agi_UNC_244	A_24_P478558			HOMO_SAPIENS
Agi_UNC_244	A_24_P256064			HOMO_SAPIENS
Agi_UNC_244	A_23_P113381			HOMO_SAPIENS
Agi_UNC_244	A_23_P369970	APOBEC3B	9582	HOMO_SAPIENS
Agi_UNC_244	A_23_P254414			HOMO_SAPIENS
Agi_UNC_244	A_24_P58246			HOMO_SAPIENS
Agi_UNC_244	A_23_P157912	MAMDC2	256691	HOMO_SAPIENS
Agi_UNC_244	A_23_P74951	TD-60		HOMO_SAPIENS
Agi_UNC_244	A_23_P41139	APEH	327	HOMO_SAPIENS
Agi_UNC_244	A_24_P93878			HOMO_SAPIENS
Agi_UNC_244	A_23_P16653	ZNF555	148254	HOMO_SAPIENS
Agi_UNC_244	A_23_P27760			HOMO_SAPIENS
Agi_UNC_244	A_23_P96384	SRPX	8406	HOMO_SAPIENS
Agi_UNC_244	A_32_P191260	ACR	49	HOMO_SAPIENS
Agi_UNC_244	A_23_P35797	PPP2R5B	5526	HOMO_SAPIENS
Agi_UNC_244	A_23_P17664	MX1	4599	HOMO_SAPIENS
Agi_UNC_244	A_23_P14562	GPR65	8477	HOMO_SAPIENS
Agi_UNC_244	A_23_P170102	ALK	238	HOMO_SAPIENS
Agi_UNC_244	A_23_P87125			HOMO_SAPIENS
